cpi_id,date,title,content,deception,subject,person,url,updated_link,source,speaker
915,2003-04-13,"Defense Secretary Donald Rumsfeld, Interview on CBS's <EM>Face the Nation</EM>","Thomas Friedman: Mr. Secretary, I want to take you back to, when the war's over. Let me rephrase my question. How do you see, because obviously you've learned some things now by this engagement with Iraq, the way the country has fallen out since the war. What kind of political structure do you see evolving? That is—where will Tommy Franks and Central Command be? What kind of Iraqi input into this do you see happening? What will be the first steps in terms of the political reconstruction of Iraq? What are you expecting? <BR><BR>Rumsfeld: I would think of it this way, that it will be a transition that will occur over a period of time. There will be a number of things occurring near simultaneously. The first thing that has to be done is that the war has to be won. We have to stamp out these pockets of resistance that exist. <SPAN class=HIGHLIGHTED>We have then a great deal of work to go out and look for weapons of mass destruction and explore these sites and to find terrorists and the terrorist areas that we know of.</SPAN> We have to find people who can help us find these things, and who can find the Ba'ath Party records and the intelligence service records. And hope they haven't all been burned and destroyed. We have to find the people on the war criminal list and we have to find people who would like to have a better life and therefore would like to be willing to cooperate with us. And we're actively looking. We're using rewards. We're using carrots and sticks both. And we're finding an awful lot of people starting to cooperate with us, which is a good thing. So all of that work has to go forward. We have second, see that we provide the humanitarian needs for the people of that country. It's just terribly important that they have the water and the food and the medicines.",True,"Iraq, WMD, FS","Saddam Hussein, George W. Bush, Donald Rumsfeld, Gen. Tommy Franks",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=2375,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), interview with Donald Rumsfeld on <EM>Face the Nation</EM>, CBS, April 13, 2003.",Donald Rumsfeld
916,2003-04-13,"Defense Secretary Donald Rumsfeld, Interview on NBC's <EM>Meet the Press</EM>","Question: He [Saddam Hussein's scientific adviser] said yesterday that he did nothing wrong, and that he can assure everyone that Iraq does not have weapons of mass destruction. <BR><BR>Rumsfeld: Well, that's wonderful. (Laughs.) <BR><BR>Question: You don't believe him? <BR><BR>Rumsfeld: (Laughs.) <SPAN class=HIGHLIGHTED>No. Goodness, no.</SPAN> <BR><BR>Question: You're fully confident we will find weapons of mass destruction? <BR><BR>Rumsfeld: <SPAN class=HIGHLIGHTED>The intelligence community has been over a period of years reporting all kinds of information about the chemical and biological activities, and the reinstitution of the nuclear program in that country. We also know that the Iraqis have learned to live in an inspection environment. They have hid things. They have done it well. They have things underground and well dispersed and documentation dispersed. The only way we are going to find it—the inspectors didn't find anything. We're not going to find anything until we find people who tell us where the things are. And we have that very high on our priority list, to find the people who know. And when we do, then we'll learn precisely where things were and what was done.</SPAN> <BR><BR>Question: Do you think some of it may have been sent to a neighboring country? <BR><BR>Rumsfeld: It's possible. We have seen reports to that effect. <BR><BR>Question: Where? <BR><BR>Rumsfeld: I'd rather not get into it. <BR><BR>Question: How important is it for the United States to find weapons of mass destruction because with the stated cause of the war to disarm Saddam Hussein? <BR><BR>Rumsfeld: Oh, clearly it's on the priority list to be done. It's not the kind of thing you spend much time doing when you're in a war and you're trying to win the war and stop the violence and stop the killing. But it is something that people are trained to do and they are organized, and there will be exploitation of possible sites in an orderly way as soon as the environment is sufficiently permissive.",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush, Donald Rumsfeld",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=2383,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), interview with Donald Rumsfeld on <EM>Meet the Press</EM>, NBC, April 13, 2003.",Donald Rumsfeld
917,2003-04-15,"President Bush, Remarks to Small-Business Owners","In Iraq, the regime of Saddam Hussein is no more. A month ago—one month ago—that country was a prison to its people, a haven for terrorists, an arsenal of weapons that endangered the world. Today, the world is safer. The terrorists have lost an ally. The Iraqi people are regaining control of their own destiny. These are good days in the history of freedom. <BR><BR>[text omitted]<BR><BR><SPAN class=HIGHLIGHTED>We'll help destroy the former regime's weapons of mass destruction.</SPAN> We'll help the Iraqi people to establish a just and representative government, which respects human rights and adheres to the rule of law. These tasks will take effort, and these tasks will take time. But I have faith in the Iraqi people, and I believe that a free Iraq can be an example of reform and progress to all the Middle East.",True,"Iraq, WMD, FS","Saddam Hussein, George W. Bush",http://georgewbush-whitehouse.archives.gov/news/releases/2003/04/20030415-2.html,,"SOURCE: Office of the White House Press Secretary, remarks by George W. Bush, April 15, 2003.",George W. Bush
918,2003-04-15,"Secretary of State Colin Powell, Remarks at the&nbsp;National Press Building, Washington, D.C.","And so as one phase of this operation starts to wind down, another phase begins, a phase that really is the important phase, the phase that will put in place a government of a nation that intends in the future to live in peace with its neighbors, to use the wealth of that nation for the benefit of the people of that nation, <SPAN class=HIGHLIGHTED>and a nation that will no longer be pursuing terrorism, and no longer be putting people in prison, will no longer be raping, will no longer be threatening its neighbors, weapons of mass destruction gone.</SPAN> <BR><BR>I think it is a moment of hope for not only the people of Iraq, but for the people of the region and the people of the world. <BR><BR>[text omitted]<BR><BR>There should be no reason that we should be fearful of democracy in the Middle East or in the Gulf region, but each nation will have to find its own way. And Iraq was a unique case where it wasn't just a matter of a dictator being there; it was a dictator terrorizing his people, raping and pillaging his own people, wasting his treasure; <SPAN class=HIGHLIGHTED>but, beyond that, invading his neighbors and threatening the whole world with weapons of mass destruction and supporting terrorists' activities and creating a nexus between weapons of mass destruction and terrorism, and totally ignoring the role of the international community that told him to get rid of these weapons for a period of 12 years.</SPAN> And that's what led us to this point. But from this point on, the people of Iraq have a much more hopeful future to look forward to. <BR><BR>[text omitted]<BR><BR>And now here, in Iraq, 17, 18 resolutions, whatever the number is condemning this regime, finding this regime guilty; and the regime said: We don't care what the international community thinks. <SPAN class=HIGHLIGHTED>We're going to continue to terrorize people, we're going to continue to use our oil wells—not to build hospitals and schools—we're going to use our oil wells to build weapons of mass destruction and to deprive people that we don't like in our own country.</SPAN> <BR><BR>And, finally, the United States was willing to step up and say this cannot continue, and led a willing coalition into Operation Iraqi Freedom. And so if this is what somebody would characterize negatively as policemen of the world, it was when a policeman was needed. And we were willing to do it with like-minded members of coalitions that went into these places. <BR><BR>And what did we do when we had finished our work? We tried to leave those places, and have left those places better than we found them and under leadership of their own people. And this is not just a recent phenomenon for the United States. This is always the way we have done it. And just look at our record over the last 50 or 60 years of what we have done in the aftermath of conflict; it is a proud record that all Americans and all freedom-loving people throughout the world should be proud of.",True,"Iraq, WMD, FS","Saddam Hussein, Colin Powell",http://www.state.gov/secretary/former/powell/remarks/2003/19662.htm,http://2001-2009.state.gov/secretary/former/powell/remarks/2003/19662.htm,"SOURCE: U.S. Department of State, remarks by Colin Powell, April 15, 2003.",Colin Powell
919,2003-04-15,"Defense Department News Briefing, Secretary Donald Rumsfeld and General Richard Myers","<P>Question: Mr. Secretary, in your opening statement you talked about the political future of Iraq and letting the Iraqis decide. Are there, however, any specific conditions that we're attaching, such as bans on a particular party or an individual, or a particular size of an army or the type of weapons that they might have? <BR><BR>Rumsfeld: What we have said is fairly simple, and we've repeated it and repeated it from the outset, that Iraq ought to be a single country, and if people want to participate who think they ought to divide up that country into pieces, then we don't care—we'd prefer they not participate. <SPAN class=HIGHLIGHTED>It ought to be a country that doesn't have weapons of mass destruction and doesn't threaten its neighbors, and if there are people who think it ought to, then our preference is that they not participate.</SPAN> It ought to be a country that sets itself on a path towards a government that is responsive to the people and respectful of minorities and different—the diversity in the country, of religious diversity and ethnic diversity. And if people want to have a different kind of government, then we'd prefer they not participate.</P>  <P>Beyond that, we would—we'd also prefer that people not participate who basically don't represent Iraq, but who think they represent some of the neighboring countries. And that would—that's an unhelpful thing, it seems to me. So those are basically the standards. And they're not complicated, and they're not restrictive. They allow for a great deal of variety and diversity within those basics.</P>",True,"Iraq, WMD, FS","Saddam Hussein, Donald Rumsfeld, Richard B. Myers",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=2413,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), news briefing by Donald Rumsfeld and Richard Myers, April 15, 2003.",Donald Rumsfeld
920,2003-04-15,White House Press Briefing by Ari Fleischer,"<P>Question: Aside from controlling the territory of Iraq, I believe last week administration officials said that the president's main objectives in prosecuting the war were finding—capturing or killing Saddam Hussein, destroying his weapons of mass destruction, and accounting for U.S. prisoners of war. Is that a comprehensive list of the objectives the president set out before he will declare the war over?</P>  <P>Mr. Fleischer: <SPAN class=HIGHLIGHTED>I think the president's objectives were the disarmament of Iraq and regime change.</SPAN> Those are the two most broad messages that the president cited as our mission. And as the president himself has said, that he will await the word from his military commanders, principally General Franks, General Myers, Secretary Rumsfeld about when, in their military estimation, the military conflict can, indeed, be called over.</P>",True,"Iraq, WMD, FS","Saddam Hussein, George W. Bush, Gen. Tommy Franks, Donald Rumsfeld, Richard B. Myers, Ari Fleischer",http://georgewbush-whitehouse.archives.gov/news/releases/2003/04/20030415-6.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, April 15, 2003.",Ari Fleischer
921,2003-04-16,"President Bush, Remarks on Progress of Operation Iraqi Freedom","<P><SPAN class=HIGHLIGHTED>In Iraq, our coalition has now removed an ally of terrorists and a producer of weapons of mass destruction. In other nations we're hunting and capturing members of Al Qaeda, disrupting their plans before they can strike. Across the world, terrorists and tyrants are learning this—that America and our friends and our allies will act in our own defense. Instead of drifting toward tragedy, we will protect our security, and we will promote the peace in the world.</SPAN></P>  <P>[text omitted]</P>  <P>The journey from a totalitarian, brutal dictatorship to a free society is not easy. It will take time to build the institutions of democracy and the habits of freedom. Today, civil order is being restored in communities throughout Iraq, and Iraqis themselves are helping in the effort. Iraqis are leading coalition forces to caches of weapons and volunteering for citizen patrols to provide security. In Basra, British forces and Iraqis have formed joint patrols to maintain order. Just days after the fall of the dictator, just days after the people of Iraq realized they were free from the clutches of his terror, the Iraqi people are reclaiming their own streets, their own country, and their own future.</P>",True,"Iraq, WMD, Al Qaeda, FS","Saddam Hussein, George W. Bush",http://georgewbush-whitehouse.archives.gov/news/releases/2003/04/20030416-9.html,,"SOURCE: Office of the White House Press Secretary, remarks by George W. Bush, April 16, 2003.",George W. Bush
922,2003-04-16,"Deputy Defense Secretary Paul Wolfowitz, Interview on Egyptian TV","Question: One of the things that has been brought up in the accusations and charges to Syria was weapons of mass destruction. This is like ignoring the big elephant in the room, Israel. If the United States feels threatened by Syria, then the Arabs are feeling threatened by Israel's possession of weapons of mass destruction, a big arsenal, nuclear arsenal, and they're not denying that. <BR><BR>Wolfowitz: I think the whole issue of—the larger issue of weapons of mass destruction in the Middle East—is one that clearly has to be addressed. One thing that has to be addressed also in the larger political context is how you get to a really stable enduring peace, and that is clearly something that's very much in the interest of my country. And we've worked very hard to get there. I think there's a lot of statesmanship shown in Egypt that brought a peace that's now lasted for 20 years. That's what we need to extend to the whole region and I think in that context one can talk about hopefully some radical steps to deal with those weapons. <BR><BR><SPAN class=HIGHLIGHTED>But let's be clear. What concerned us with Saddam Hussein and what concerns us with some of the other countries the president has spoken about, is this very dangerous connection between weapons of mass destruction—or I prefer to call them weapons of mass terror—and terrorists who have shown themselves willing to kill civilians without any restraint whatsoever.</SPAN>",True,"Iraq, WMD, Al Qaeda, nuclear, FS","Saddam Hussein, George W. Bush, Paul Wolfowitz",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=2428,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), interview with Paul Wolfowitz on Egyptian TV, April 16, 2003.",Paul Wolfowitz
923,2003-04-16,White House Press Briefing by Scott McClellan,"Question: Is there some sense of vindication? The president had said that this man [Abu Abbas] was being harbored in Iraq and this would seem to vindicate his argument that Iraq has been a sanctuary for terrorists. Is there any sense of that today? <BR><BR>Mr. McClellan: Well, that's a very good point you brought up. <SPAN class=HIGHLIGHTED>One of the reasons—one of the primary reasons that we had to take action in Iraq was because of that danger that is posed by a regime like Saddam Hussein's that possesses weapons of mass destruction and has supported terrorists in the past. And now we've gone after terrorist camps in Iraq, we arrested this—captured this terrorist yesterday. And that is a reminder of the danger that can be posed when you marry a regime with weapons of mass destruction with terrorists.</SPAN>",True,"Iraq, Al Qaeda, WMD, FS","Saddam Hussein, George W. Bush, Scott McClellan",http://georgewbush-whitehouse.archives.gov/news/releases/2003/04/20030416-7.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Scott McClellan, April 16, 2003.",Scott McClellan
924,2003-04-17,Homeland Security Advisory: Threat Lowered From Orange to Yellow,"Following a review of intelligence and an assessment of threats by the intelligence community, the Department of Homeland Security, in consultation with the Homeland Security Council, has made the decision to lower the threat advisory level to an elevated risk of terrorist attack, or ""yellow"" level.",False,Al Qaeda,,http://www.dhs.gov/xlibrary/assets/Advisory_Lower_Threat.PDF,,"SOURCE: ""Advisory No. 03-017,"" Department of Homeland Security, April 17, 2003.",
925,2003-04-17,"Deputy Defense Secretary Paul Wolfowitz, Interview on Fox News Channel","Question: We now know some of the benefits of acting in Iraq. What would have been the downside of not acting, letting this go on? <BR><BR>Wolfowitz: Well, to begin with, we've paid a very big price for the last 12 years that I think sometimes people haven't noticed. It's a price that's been paid in money. It was a price that was paid in lives. More than 50 Americans were killed over the course of containing Saddam Hussein. But I think the biggest price of all was that we made ourselves a huge target for people like Osama bin Laden, who kept complaining about the fact that we were bombing Iraq every day, and that we had troops occupying the holy land of Saudi Arabia. <BR><BR>I think it is a different environment now. <SPAN class=HIGHLIGHTED>We don't know what price we would have paid if it had gone on, and he had given weapons of mass destruction to the hands of terrorists.</SPAN> But that was, of course, the real risk that we were running. And the president decided, and I think he was right—it is not a risk we could afford to continue to run, not after September 11. <BR><BR>Question: For those of you just tuning in, I've been talking to Deputy Secretary of Defense Paul Wolfowitz. Weapons of mass destruction, I know we are looking. Do you think it is essential that we find them? <BR><BR>Wolfowitz: <SPAN class=HIGHLIGHTED>Well, if they are there we've got to find them so [they] don't fall into the wrong hands. I've never seen the intelligence community as unified in their judgment as they were before this war that those things are there.</SPAN> Right now, we're focused more on restoring order and stabilizing things. We are looking when we can, but it's not the main object of our effort yet. <BR><BR>Question: Well, I guess I meant by important to find them in the sense of justifying the war. The Europeans and others say, well, the Americans justified this war on the basis of weapons of mass destruction. They've got to show those things. <BR><BR>Wolfowitz: No, I don't — <BR><BR>I think we went to war to remove a threat to us and we removed that threat. I think it is also clear in the process, we've removed a regime that was brutalizing the Iraqi people. And all the people who thought there was something wrong with this war because it was a war for oil—it was never a war for oil. The people who said it is a war against the Iraqi people, I think the Iraqi people have shown them what they think. This is a war that's actually liberated a whole important country in the Arab world.",True,"Iraq, WMD, Al Qaeda, FS","Saddam Hussein, George W. Bush, Osama bin Laden, Paul Wolfowitz",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=2459,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs),&nbsp;Paul Wolfowitz interview on&nbsp;Fox News Channel, April 17, 2003.",Paul Wolfowitz
926,2003-04-17,"Secretary of State Colin Powell, Interview on PBS's <EM>The NewsHour With Jim Lehrer</EM>","Mr. Lehrer: Well, as you know, this has been read in the Arab world, and also in some places in Europe and elsewhere, the United States as saying: ""Hey, Syria, look next door at what happened to Iraq. If you don't get your act together, the same thing could happen to you."" Is that a correct message? Is that the message the U.S. wanted to send? <BR><BR>Secretary Powell: It's not a message the United States has delivered. The president hasn't spoken in those terms. Neither have I, and, for that matter, neither has Don Rumsfeld or Condi Rice. <BR><BR><SPAN class=HIGHLIGHTED>But, clearly, what's really happened in Iraq is that a regime that did sponsor terrorism, that did terrorize its own people, that was developing weapons of mass destruction, was in violation of standards that had been imposed by the United Nations is no longer there.</SPAN> So there is a changed situation, and Syria is about to have a neighbor that is going to be democratic, it's going to have a representative form of government, it's going to use the wealth of its people—the intellectual wealth of its people, the human capital of that country and the oil of that country—to benefit the people. And so, hopefully, this is a new dynamic that Syria will take note of. <BR><BR>Mr. Lehrer: But, as you go through your list just now, the checklist that led to military action against Iraq, Syria almost meets the same checks, does it not? <BR><BR>Secretary Powell: Not entirely, because there were 12 years' worth of U.N. resolutions that had been imposed upon Iraq, so I think it's different. Iraq had recently invaded its neighbors, had used weapons of mass destruction against its own people and its neighbors, and as recently as just a few months ago, in total violation of U.N. Resolution 1441, once again told the international community that we're not paying any attention to you. And therefore, serious consequences flowed and those serious consequences got rid of the regime of Saddam Hussein.",True,"Iraq, WMD, Axis of Evil, FS","Saddam Hussein, George W. Bush, Colin Powell, Donald Rumsfeld, Condoleezza Rice",http://www.state.gov/secretary/former/powell/remarks/2003/19734.htm,http://2001-2009.state.gov/secretary/former/powell/remarks/2003/19734.htm,"SOURCE: U.S. Department of State, Colin Powell interview on <EM>The NewsHour With Jim Lehrer</EM>, PBS, April 17, 2003.",Colin Powell
927,2003-04-21,"Secretary of State Colin Powell, Interview With <EM>U.S. News and World Report</EM>","<P>Powell: But I would say we are into an era where some of those states that have supported terrorism, supported the weapons of mass destruction, are coming to the realization that the international community no longer finds this acceptable and is prepared to deal with these kinds of states. This is especially the case in the post-9/11 period, where people can see clearly the nexus between weapons of mass destruction and terrorist states and terrorist individuals and terrorist groups that are non-state actors. <BR><BR>This is not to say, and I don't want to give you the wrong impression—""deal with"" does not always mean ""use military force."" But I think from our perspective and with 9/11 still fresh in mind, we now realize, even more than we realized before, that states that continue to support terrorism, that continue to develop weapons of mass destruction, cannot ignore forever the opprobrium and will of the international community. <BR><BR>So you have seen us undertake military action in Iraq. You've seen us speak out strongly with respect to Syria, with respect to Iran and with respect to North Korea. But you've also seen the president used a sophisticated array of tools to deal with this problem, and not just the first tool that is at hand or people expect him to use. As the president, like some people have said, the president's words, ""Even cowboys like posses, and even cowboys have more than just a six-shooter.""</P>  <P>[text omitted]</P>  <P>Question: I wanted to just talk about Iraq because, obviously, that's been certainly among the central preoccupations for a while. I'm still trying to figure out how you end up declaring victory, just a military victory, which I think, I guess will be declared soon. But then what's the victory that's going to allow the U.S. to come out? Is it the full democracy? Because that might end up being a theocracy if—it might not. How do we end up defining victory in terms of what government and regimes, you know, are created in Iraq? <BR><BR>Secretary Powell: I think right now we had both a military victory and a political victory. There's a theory, or a doctrine that rests on the name of the former chairman of the joint chiefs of staff, that says you create a political goal and you use your military force to achieve that political goal. <SPAN class=HIGHLIGHTED>The principal political goal was to get rid of the weapons of mass destruction within Iraq, and the only way to do that was to remove the regime, remove the regime.</SPAN> That's been done. So that is not only a military victory, it is also a political victory. <BR><BR>However, we also picked up a responsibility, willingly picked it up, that if we were to do that there would be a period of enormous instability in the country and we had an obligation, therefore, to stay long enough to put in place a representative form of government that would hold the country together, <SPAN class=HIGHLIGHTED>that would not be interested in weapons of mass destruction, terror or repressing its people;</SPAN> and would use the wealth of its people for the benefit of its people.</P>  <P>[text omitted]</P>  <P>Question: Mr. Secretary, in a nutshell, what exactly is the lesson that you want countries that have been seeking WMD or sponsoring terrorism to take from the Iraq war? What exactly (inaudible)? <BR><BR>Secretary Powell: It's a dangerous thing to do. That the United States has made it clear that we are not going to rest until the global war on terrorism has been won. And as the president said at the very outset, if you are a terrorist or if you are a haven or a harbor for terrorists or you are helping terrorists do their evil work, you are going to be held to account when you're guilty. <BR><BR><SPAN class=HIGHLIGHTED>Secondly, I hope the lesson that anybody developing these weapons would draw from Iraq is the most competent power of military force on the face of the earth, with an enormous ability to project power, and they have gone into war twice in the last ten years with everybody expecting that weapons of mass destruction will be used against them. We went into the war in Desert Storm expecting chemical weapons use and the possibility of biological weapons use. We went into this war the same way. So don't think that you necessarily, if war—let me drop necessarily. Don't think you have a deterrence by having weapons of mass destruction.</SPAN> <BR><BR>Now, we didn't really think Saddam Hussein had a nuke at the time of Gulf War One, but he could have. There were some who said he did. It didn't deter us. And there is nobody who can match us nuclear-wise anyway. So weapons of mass destruction do not buy you the security or the deterrence capability that you might have thought they bought you; therefore, in my judgment, ""Do you want my advice, Mr. Rogue State Leader? You're wasting your money on fool's gold, and heaven help you if your fool's gold, as you try to spin it into something useful, gets in the hands of a terrorist. You will be held accountable for that."" <BR><BR>So it seems to me that any leader who wishes to remain a leader, who does not wish to put his future at risk, looking at Iraq would suggest to them that it's time to rethink our policies. This is the message we've been giving to Syria for the last two and a half weeks that have gotten you all so excited, and hopefully it's a message Mr. [James] Kelly will convey into the North Koreans' hands.</P>",True,"Iraq, WMD, chemical, biological, nuclear, Axis of Evil, Al Qaeda, FS","Saddam Hussein, George W. Bush, Colin Powell",http://www.state.gov/secretary/former/powell/remarks/2003/20000.htm,http://2001-2009.state.gov/secretary/former/powell/remarks/2003/20000.htm,"SOURCE: U.S. Department of State, Colin Powell interview with <EM>U.S. News and World Report,</EM> April 21, 2003.",Colin Powell
928,2003-04-21,"Defense Department News Briefing, Secretary Donald Rumsfeld and General Richard Myers","Question: But so far you haven't mentioned that any of them has confirmed the existence of chemical or biological weapons. And General Myers mentioned this huge weapon cache near Kirkuk, but he didn't mention that any chemical or biological weapons were found there. Does that make you uneasy? <BR><BR>Rumsfeld: No. I've believed all along we're not likely to stumble over anything, nor did the inspectors stumble over anything. What's going to happen, ultimately, is we'll find people, and the people will decide that they want to look forward instead of back, and they will come to us, as they are, and offer up suggestions as to where one might look and how one might approach it, and testimony on their personal involvements. And we will obviously look with favor on people that do that.",False,"Iraq, WMD, chemical, biological","Saddam Hussein, Donald Rumsfeld, Richard B. Myers",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=2480,,"SOURCE: Office of the Assitant Secretary of Defense, press briefing by Donald Rumsfeld and Richard Myers, April 21, 2003.",
929,2003-04-21,"Illicit Arms Kept Till Eve of War, Iraqi Scientist Is Said To Assert","A scientist who claims to have worked in Iraq's chemical weapons program for more than a decade has told an American military team that Iraq destroyed chemical weapons and biological warfare equipment only days before the war began, members of the team said. They said the scientist led Americans to a supply of material that proved to be the building blocks of illegal weapons, which he claimed to have buried as evidence of Iraq's illicit weapons programs. The scientist also told American weapons experts that Iraq had secretly sent unconventional weapons and technology to Syria, starting in the mid-1990s, and that more recently Iraq was cooperating with Al Qaeda, the military officials said. The Americans said the scientist told them that President Saddam Hussein's government had destroyed some stockpiles of deadly agents as early as the mid-1990s, transferred others to Syria, and had recently focused its efforts instead on research and development projects that are virtually impervious to detection by international inspectors, and even American forces on the ground combing through Iraq's giant weapons plants.",False,"Iraq, WMD, chemical, biological, Axis of Evil, Al Qaeda",Saddam Hussein,,,"SOURCE: Judith Miller, ""Aftereffects: Prohibited Weapons; Illicit Arms Kept Till Eve of War, An Iraqi Scientist Is Said To Assert,"" <EM>The New York Times,</EM> April 21, 2003, late edition, page 1.",
930,2003-04-22,"Secretary of State Colin Powell, Interview on PBS's <EM>Charlie Rose Show</EM>","Mr. Rose: Tell me what the message is of the Iraqi war for the rest of the world and for the United States. <BR><BR>Secretary Powell: I think the message for the Iraqi war is the United States has power to use to pursue a principle. <SPAN class=HIGHLIGHTED>In this case, the principle was a state that was developing weapons of mass destruction that was terrorizing its own people that was invading its neighbors, that was using these weapons of mass destruction and stood in violation of 12 years' worth of U.N. resolutions.</SPAN> That regime was brought to justice and was removed. That was the use of American power. <BR><BR>[text omitted]<BR><BR>Mr. Rose: Some people say there are two issues here. Number one, if you look at the North Koreans, they are a testament to the fact that as long as you have a nuclear weapon, the United States is not—is going to negotiate with you; it is not going to come in and attack you. That's the first lesson. <BR><BR>Secretary Powell: Yeah, well, I think it's a wrong lesson if they have learned this lesson or are internalizing it. And the reason it's the wrong lesson is that the United States has such economic, political, diplomatic and military power that we are not going to be intimidated by a small number of nuclear weapons held by a particular regime. The North Koreans— <BR><BR>Mr. Rose: You would be intimidated that they might use them against the South Koreans, wouldn't you? <BR><BR>Secretary Powell: Well, that—I don't know what they might or might not do, but the one thing they won't do is intimidate us. And we're going to make that very clear in these discussions. And it should dawn on them that they can have plutonium programs and they can have enriched uranium programs, and not one of those programs feeds one North Korean child. And so there is no future in sitting there on a stockpile of nuclear weapons that we can contain or we can deter or we can do whatever might be required. But we don't need to threaten them. We believe, the president believes strongly, there is a diplomatic way to resolve this.",True,"Iraq, WMD, Axis of Evil, nuclear, FS","Saddam Hussein, George W. Bush, Colin Powell",http://www.state.gov/secretary/former/powell/remarks/2003/19816.htm,http://2001-2009.state.gov/secretary/former/powell/remarks/2003/19816.htm,"SOURCE: U.S. Department of State, Colin Powell interview on the <EM>Charlie Rose Show</EM>, PBS, April 22, 2003.",Colin Powell
931,2003-04-22,White House Press Briefing by Ari Fleischer,"<P>Question: If you do not allow U.N. inspectors back into Iraq, then what is the administration's plan for ensuring a chain of custody that would be internationally recognized, including by members of the Security Council?</P>  <P>Mr. Fleischer: I think it's fair to say that the procedures that have been put in place that you've had described to you in great detail from the briefers in the Gulf about the process that is underway for the coalition forces to search for weapons of mass destruction. The information that we are receiving as a result of the capture of certain individuals, the thousands of pages of documents that we are now receiving as a result of the successful liberation of Iraq, the analysis of these documents and the interviews with others who are associated with the programs are just beginning. And we've been very transparent and visible about all of that.</P>  <P>And I think that there will be no question in the eyes of the world, including the reporters who remain in Iraq, at the end of the day when the analysis is complete, that the process has been one of integrity, one of reliability and one of accuracy. <SPAN class=HIGHLIGHTED>Who has been more cautious than anybody in confirming some of the preliminary reports about findings of WMD? It's been the United States and the United States military.</P>  <P>This is a very cautious, a very accurate approach. And I think that at the end of the day when the weapons are found, there will be no dispute among people about—no dispute among reasonable people about the very issues that you raised. You've been watching the process yourself. We have many reporters there.</SPAN></P>",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush, Ari Fleischer",http://georgewbush-whitehouse.archives.gov/news/releases/2003/04/20030422-5.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, April 22, 2003.",Ari Fleischer
932,2003-04-22,"Journalist Judith Miller, Interview on PBS's <EM>The NewsHour With Jim Lehrer</EM>","Ray Suarez: The task of finding that definitive proof falls in part to specialized teams within the U.S. Military. <EM>New York Times</EM> correspondent Judith Miller is reporting on the search conducted by units of the 75th exploitation task force. And she joins us now by phone south of Baghdad. Judith Miller, welcome back to the program. Has the unit you've been traveling with found any proof of weapons of mass destruction in Iraq? Judith Miller: Well, I think they found something more than a ""smoking gun."" What they've found is what is being called here by the members of MET Alpha—that's Mobile Exploitation Team Alpha—what they found is a silver bullet in the form of a person, an Iraqi individual, a scientist, as we've called him, who really worked on the programs, who knows them firsthand, and who has led MET Team Alpha people to some pretty startling conclusions that have kind of challenged the American intelligence community's under . . . previous understanding of, you know, what we thought the Iraqis were doing. <BR><BR>Ray Suarez: Does this confirm in a way the insistence coming from the U.S. government that after the war, various Iraqi tongues would loosen, and there might be people who would be willing to help? Judith Miller: Yes, it clearly does. I mean, it's become pretty clear to those of us on the ground that the international inspectors, without actually controlling the territory and changing the political environment, would never have been able to get these people to step forward. I mean, you can only do that when you know there is not going to be a secret policeman at your door the next day, and that your family isn't going to suffer because you're talking. And that's what the Bush administration has finally done. They have changed the political environment, and they've enabled people like the scientists that MET Alpha has found to come forth.",False,"Iraq, WMD, chemical, biological, nuclear","Saddam Hussein, George W. Bush",http://www.pbs.org/newshour/bb/middle_east/jan-june03/search_04-22.html,,"SOURCE: Judith Miller, interview on <EM>The NewsHour with Jim Leher</EM>, PBS, April 22, 2003.",
